MONTH,DAY,DAY_OF_WEEK,BIKE_NUMBER,ORIGIN_POINT_CODE,DESTINATION_POINT_CODE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,BIKING_TIME,NE_Traffic,N_Traffic,E_Traffic,SE_Traffic,S_Traffic,SW_Traffic,W_Traffic,NW_Traffic,Importance?
1,1,4,2087,DCA,DAL,855,854,-1,54,NE_Normal,North_normal,East_normal,SE_normal,South_Abnormal,SW_Abnormal,West_Abnormal,NW_normal,Normal
1,1,4,23,OAK,OGG,820,815,-5,73,NE_Abnormal,North_Abnormal,East_Abnormal,SE_normal,South_Abnormal,SW_normal,West_Abnormal,NW_Abnormal,Important
1,1,4,2084,MCO,JFK,708,706,-2,27,NE_Normal,North_normal,East_normal,SE_Abnormal,South_normal,SW_Abnormal,West_Abnormal,NW_normal,Normal
1,1,4,5366,JMS,DEN,808,,,87,NE_Normal,North_Abnormal,East_normal,SE_Abnormal,South_Abnormal,SW_normal,West_normal,NW_normal,Normal
1,1,4,1453,DFW,PDX,905,919,14,85,NE_Abnormal,North_Abnormal,East_normal,SE_normal,South_Abnormal,SW_Abnormal,West_normal,NW_Abnormal,Important
1,1,4,5330,BTV,LGA,728,723,-5,29,NE_Abnormal,North_Abnormal,East_Abnormal,SE_normal,South_normal,SW_Abnormal,West_Abnormal,NW_normal,Important
1,1,4,2324,MCO,DCA,655,651,-4,19,NE_Normal,North_normal,East_normal,SE_Abnormal,South_Abnormal,SW_normal,West_normal,NW_normal,Normal
1,1,4,4476,MDW,OAK,845,846,1,21,NE_Normal,North_normal,East_normal,SE_normal,South_Abnormal,SW_normal,West_Abnormal,NW_normal,Normal
1,1,4,1128,FLL,DEN,734,731,-3,32,NE_Abnormal,North_Abnormal,East_normal,SE_Abnormal,South_Abnormal,SW_Abnormal,West_Abnormal,NW_normal,Important
1,1,4,890,PHX,MDW,640,633,-7,24,NE_Abnormal,North_Abnormal,East_normal,SE_normal,South_Abnormal,SW_Abnormal,West_normal,NW_normal,Normal
1,1,4,240,LAX,DCA,815,814,-1,61,NE_Abnormal,North_normal,East_Abnormal,SE_Abnormal,South_normal,SW_Abnormal,West_Abnormal,NW_normal,Important
1,1,4,205,SAN,SJC,715,709,-6,56,NE_Abnormal,North_Abnormal,East_normal,SE_normal,South_Abnormal,SW_normal,West_Abnormal,NW_normal,Normal
